"Between 1 July 2018 and 30 June 2019, will an armed group from Burundi engage in a campaign that systematically kills 1,000 or more civilians in Burundi?",2018-06-27T17:00:15Z,2018-10-01T06:59:15Z,No,"['Yes', 'No']",['Security and Conflict'],66,654,30,237,"The EWP is asking forecasters to help provide early risk assessments to policy makers, NGOs, and other international actors about the systematic killing of civilians resulting in mass fatalities (The EWP). This question is part of a series of quarterly questions (Good Judgment Inc). It will be suspended on 30 September 2018 and will be resolved in July 2019 after EWP assesses the situation in Burundi from July 2018 to June 2019. Armed groups include but are not limited to state security forces, rebel armies, and other militias. Campaigns that systematically kill civilians include, but are not limited to, policies which intentionally kill civilians en masse (e.g., military strategies that intentionally target civilians, mass execution of a specific group) and policies that knowingly result in widespread death (e.g., mass starvation, confiscation of health care supplies, forced relocation). In general, unrelated executions of individuals or the accidental killing of civilians in war will not be considered a campaign to systematically kill civilians. If an armed group is engaged in multiple campaigns that systematically kill civilians (e.g., in different geographic areas, or targeted against separate civilian groups) those fatalities will be counted separately and the question will only resolve as yes if 1,000 civilians fatalities occur in one or more campaigns. See (EWP) for examples. See (GJOpen) for GJ’s FAQ on forecasting questions like this.",https://www.gjopen.com/questions/981-between-1-july-2018-and-30-june-2019-will-an-armed-group-from-burundi-engage-in-a-campaign-that-systematically-kills-1-000-or-more-civilians-in-burundi
83,2018-10-01T00:42:14Z,1,[0.0],[0.0],
32338,2018-09-29T06:40:37Z,1,[0.0],[0.0],
691,2018-09-28T13:12:15Z,25,[0.0],[0.0],
1333,2018-09-26T15:15:31Z,11,[0.0],[-1.0],
34725,2018-09-25T08:14:14Z,1,[0.0],[0.0],
691,2018-09-24T11:51:54Z,24,[0.0],[0.0],
61055,2018-09-22T21:10:30Z,1,[5.0],[5.0],
37852,2018-09-20T17:57:38Z,1,[25.0],[25.0],
691,2018-09-18T12:31:06Z,23,[0.0],[0.0],
691,2018-09-15T10:59:05Z,22,[0.0],[0.0],
59882,2018-09-13T21:18:19Z,1,[0.0],[0.0],
691,2018-09-13T12:24:35Z,21,[0.0],[0.0],
1333,2018-09-12T14:55:33Z,10,[1.0],[-1.0],
691,2018-09-11T12:39:57Z,20,[0.0],[-1.0],
691,2018-09-06T11:36:18Z,19,[1.0],[1.0],
28166,2018-09-03T19:50:01Z,3,[1.0],[0.0],
1333,2018-09-02T14:32:52Z,9,[2.0],[1.0],
691,2018-08-27T12:09:09Z,18,[0.0],[0.0],
60394,2018-08-23T11:10:18Z,1,[19.0],[19.0],
691,2018-08-22T12:56:51Z,17,[0.0],[0.0],
691,2018-08-18T15:22:31Z,16,[0.0],[0.0],
40702,2018-08-16T14:30:42Z,1,[0.0],[0.0],
22833,2018-08-14T16:32:32Z,1,[0.0],[0.0],
691,2018-08-13T13:39:18Z,15,[0.0],[0.0],
1333,2018-08-12T16:51:13Z,8,[1.0],[-1.0],
40617,2018-08-09T17:55:32Z,1,[2.0],[2.0],
36132,2018-08-09T16:49:47Z,1,[0.0],[0.0],
28166,2018-08-06T17:49:09Z,2,[1.0],[-1.0],
691,2018-08-05T12:47:24Z,14,[0.0],[0.0],
1333,2018-08-03T15:32:55Z,7,[2.0],[1.0],
691,2018-07-30T11:59:41Z,13,[0.0],[0.0],
691,2018-07-29T11:41:14Z,12,[0.0],[0.0],
32300,2018-07-24T21:17:00Z,1,[1.0],[1.0],
1333,2018-07-23T15:12:33Z,6,[1.0],[-1.0],
691,2018-07-23T12:13:24Z,11,[0.0],[0.0],
691,2018-07-19T11:43:43Z,10,[0.0],[0.0],
691,2018-07-18T11:07:13Z,9,[0.0],[0.0],
59881,2018-07-16T19:45:40Z,1,[5.0],[5.0],
691,2018-07-15T15:57:33Z,8,[0.0],[0.0],
1333,2018-07-13T14:20:29Z,5,[2.0],[-1.0],
691,2018-07-12T12:22:11Z,7,[0.0],[0.0],
691,2018-07-09T13:43:47Z,6,[0.0],[0.0],
691,2018-07-06T20:15:49Z,5,[0.0],[0.0],
29980,2018-07-06T01:52:18Z,1,[5.0],[5.0],
1333,2018-07-04T13:56:04Z,4,[3.0],[-1.0],
46079,2018-07-03T20:44:59Z,1,[1.0],[1.0],
28166,2018-07-03T11:56:27Z,1,[2.0],[2.0],
36147,2018-07-03T11:05:46Z,1,[1.0],[1.0],
59316,2018-07-03T09:32:42Z,1,[0.0],[0.0],
15196,2018-07-03T01:26:48Z,1,[0.0],[0.0],
18846,2018-07-02T17:46:22Z,1,[0.0],[0.0],
691,2018-07-02T14:52:40Z,4,[0.0],[0.0],
59439,2018-07-01T13:16:40Z,1,[1.0],[1.0],
691,2018-06-29T17:39:46Z,3,[0.0],[0.0],
5018,2018-06-29T03:29:16Z,1,[5.0],[5.0],
691,2018-06-29T01:39:41Z,2,[0.0],[-1.0],
59477,2018-06-28T19:17:00Z,1,[0.0],[0.0],
1333,2018-06-28T14:21:41Z,3,[4.0],[-1.0],
1333,2018-06-28T14:11:35Z,2,[5.0],[-10.0],
32100,2018-06-28T12:47:42Z,1,[0.0],[0.0],
59499,2018-06-27T22:50:34Z,1,[1.0],[1.0],
59487,2018-06-27T20:39:42Z,1,[2.0],[2.0],
691,2018-06-27T19:03:21Z,1,[1.0],[1.0],
59293,2018-06-27T18:36:44Z,1,[5.0],[5.0],
59426,2018-06-27T18:29:27Z,1,[0.0],[0.0],
1333,2018-06-27T18:05:06Z,1,[15.0],[15.0],
