"Between 1 October 2018 and 30 September 2019, will an armed group from Zimbabwe engage in a campaign that systematically kills 1,000 or more civilians in Zimbabwe?",2018-09-28T23:00:23Z,2019-01-01T07:59:23Z,No,"['Yes', 'No']",['Security and Conflict'],63,654,27,237,"The EWP is asking forecasters to help provide early risk assessments to policy makers, NGOs, and other international actors about the systematic killing of civilians resulting in mass fatalities (Early Warning Project). This question is part of a series of quarterly questions (Good Judgment Inc). It will be suspended on 31 December 2018 and will be resolved in October 2019 after EWP assesses the situation in Zimbabwe from October 2018 to September 2019. Armed groups include but are not limited to state security forces, rebel armies, and other militias. Campaigns that systematically kill civilians include, but are not limited to, policies which intentionally kill civilians en masse (e.g., military strategies that intentionally target civilians, mass execution of a specific group) and policies that knowingly result in widespread death (e.g., mass starvation, confiscation of health care supplies, forced relocation). In general, unrelated executions of individuals or the accidental killing of civilians in war will not be considered a campaign to systematically kill civilians. If an armed group is engaged in multiple campaigns that systematically kill civilians (e.g., in different geographic areas, or targeted against separate civilian groups) those fatalities will be counted separately and the question will only resolve as yes if 1,000 civilian fatalities occur in one or more campaigns. See (Early Warning Project) for examples. See (GJOpen) for GJO's FAQ on forecasting questions like this.",https://www.gjopen.com/questions/1020-between-1-october-2018-and-30-september-2019-will-an-armed-group-from-zimbabwe-engage-in-a-campaign-that-systematically-kills-1-000-or-more-civilians-in-zimbabwe
27198,2018-12-31T23:06:03Z,1,[2.0],[2.0],
691,2018-12-31T12:38:43Z,19,[0.0],[0.0],
63353,2018-12-28T14:40:18Z,1,[5.0],[5.0],
62808,2018-12-27T08:34:44Z,1,[7.0],[7.0],
705,2018-12-25T02:08:11Z,1,[1.0],[1.0],
691,2018-12-24T13:47:26Z,18,[0.0],[0.0],
1333,2018-12-22T19:19:50Z,15,[8.0],[-1.0],
1333,2018-12-21T09:00:57Z,14,[9.0],[-1.0],
691,2018-12-20T13:10:13Z,17,[0.0],[0.0],
63698,2018-12-19T18:49:51Z,1,[4.0],[4.0],
39572,2018-12-16T15:07:17Z,1,[0.0],[0.0],
691,2018-12-14T20:41:22Z,16,[0.0],[0.0],
6079,2018-12-13T18:30:46Z,1,[2.0],[2.0],
63498,2018-12-13T15:51:05Z,1,[10.0],[10.0],
82,2018-12-09T17:56:02Z,3,[1.0],[0.0],
691,2018-12-09T13:39:00Z,15,[0.0],[0.0],
12591,2018-12-08T07:12:25Z,1,[2.0],[2.0],
1333,2018-12-02T18:01:31Z,13,[10.0],[9.0],
63213,2018-11-30T16:10:34Z,1,[31.0],[31.0],
1333,2018-11-28T19:24:09Z,12,[1.0],[-1.0],
691,2018-11-28T12:43:22Z,14,[0.0],[0.0],
691,2018-11-25T13:53:16Z,13,[0.0],[0.0],
14572,2018-11-23T09:38:37Z,1,[1.0],[1.0],
1333,2018-11-22T19:50:12Z,11,[2.0],[1.0],
691,2018-11-20T16:02:29Z,12,[0.0],[0.0],
61639,2018-11-19T19:17:21Z,1,[15.0],[15.0],
1333,2018-11-16T15:30:45Z,10,[1.0],[-1.0],
62731,2018-11-16T04:19:27Z,1,[26.0],[26.0],
691,2018-11-15T16:38:19Z,11,[0.0],[0.0],
1333,2018-11-12T20:04:18Z,9,[2.0],[-1.0],
1333,2018-11-10T12:45:24Z,8,[3.0],[-1.0],
691,2018-11-10T12:22:36Z,10,[0.0],[0.0],
1333,2018-11-09T19:44:12Z,7,[4.0],[-1.0],
1333,2018-11-08T19:29:26Z,6,[5.0],[-1.0],
1479,2018-11-08T03:35:06Z,1,[0.0],[0.0],
46339,2018-11-06T18:12:32Z,1,[0.0],[0.0],
691,2018-11-06T12:32:34Z,9,[0.0],[0.0],
1333,2018-10-30T20:58:40Z,5,[6.0],[-1.0],
691,2018-10-30T14:54:51Z,8,[0.0],[0.0],
691,2018-10-28T11:55:55Z,7,[0.0],[0.0],
20156,2018-10-27T13:01:30Z,2,[2.0],[-8.0],
1333,2018-10-24T15:28:02Z,4,[7.0],[-1.0],
691,2018-10-20T21:37:28Z,6,[0.0],[0.0],
691,2018-10-16T12:18:55Z,5,[0.0],[0.0],
82,2018-10-15T21:25:50Z,2,[1.0],[-2.0],
3152,2018-10-14T17:37:15Z,1,[1.0],[1.0],
20156,2018-10-13T10:31:06Z,1,[10.0],[10.0],
691,2018-10-12T21:07:01Z,4,[0.0],[0.0],
1333,2018-10-09T14:35:43Z,3,[8.0],[-1.0],
30400,2018-10-07T08:25:04Z,1,[0.0],[0.0],
82,2018-10-06T17:50:45Z,1,[3.0],[3.0],
28166,2018-10-06T11:20:22Z,2,[3.0],[-2.0],
22833,2018-10-05T12:47:48Z,1,[0.0],[0.0],
36132,2018-10-04T15:30:04Z,1,[0.0],[0.0],
691,2018-10-03T12:19:12Z,3,[0.0],[0.0],
32300,2018-10-01T14:58:36Z,1,[1.0],[1.0],
691,2018-10-01T11:26:37Z,2,[0.0],[0.0],
28166,2018-09-30T11:41:57Z,1,[5.0],[5.0],
5018,2018-09-29T19:06:35Z,1,[8.0],[8.0],
1333,2018-09-29T14:16:22Z,2,[9.0],[-1.0],
691,2018-09-29T11:51:36Z,1,[0.0],[0.0],
15196,2018-09-29T02:42:51Z,1,[0.0],[0.0],
1333,2018-09-29T02:09:19Z,1,[10.0],[10.0],
