"Between 1 July 2019 and 30 June 2020, will an armed group from Nigeria engage in a campaign that systematically kills 1,000 or more civilians in Nigeria?",2019-07-01T18:00:29Z,2019-09-30T06:59:29Z,No,"['Yes', 'No']",['Security and Conflict'],67,654,38,237,,https://www.gjopen.com/questions/1222-between-1-july-2019-and-30-june-2020-will-an-armed-group-from-nigeria-engage-in-a-campaign-that-systematically-kills-1-000-or-more-civilians-in-nigeria
83,2019-09-29T19:18:29Z,1,[2.0],[2.0],
1333,2019-09-29T18:40:03Z,11,[4.0],[-1.0],
49838,2019-09-29T15:50:48Z,2,[87.0],[60.0],
691,2019-09-28T10:56:42Z,13,[3.0],[-1.0],
530,2019-09-26T21:01:07Z,3,[2.0],[0.0],
62808,2019-09-23T21:27:47Z,2,[0.0],[0.0],
79079,2019-09-23T17:21:30Z,3,[1.0],[-1.0],
691,2019-09-19T13:33:20Z,12,[4.0],[0.0],
79079,2019-09-18T13:02:19Z,2,[2.0],[0.0],
76964,2019-09-12T21:18:08Z,1,[3.0],[3.0],
1333,2019-09-12T19:10:44Z,10,[5.0],[-1.0],
691,2019-09-10T12:53:28Z,11,[4.0],[-1.0],
79079,2019-09-09T22:01:06Z,1,[2.0],[2.0],
530,2019-09-02T17:00:12Z,2,[2.0],[0.0],
1333,2019-08-31T15:00:10Z,9,[6.0],[-1.0],
691,2019-08-31T12:10:27Z,10,[5.0],[-1.0],
1333,2019-08-30T18:42:33Z,8,[7.0],[-1.0],
78848,2019-08-28T05:52:18Z,1,[40.0],[40.0],
78758,2019-08-27T04:50:31Z,1,[50.0],[50.0],
78618,2019-08-26T15:46:46Z,1,[0.0],[0.0],
77341,2019-08-24T02:31:06Z,1,[5.0],[5.0],
691,2019-08-23T13:46:49Z,9,[6.0],[0.0],
1333,2019-08-22T21:28:36Z,7,[8.0],[-1.0],
1333,2019-08-22T21:27:25Z,6,[9.0],[-1.0],
766,2019-08-22T19:58:54Z,1,[0.0],[0.0],
530,2019-08-22T18:10:11Z,1,[2.0],[2.0],
77830,2019-08-21T04:14:28Z,1,[3.0],[3.0],
1333,2019-08-20T18:22:46Z,5,[10.0],[1.0],
691,2019-08-15T11:50:41Z,8,[6.0],[0.0],
1333,2019-08-13T18:05:19Z,4,[9.0],[-1.0],
54140,2019-08-13T14:16:54Z,1,[0.0],[0.0],
172,2019-08-11T11:42:24Z,2,[1.0],[0.0],
691,2019-08-10T15:19:13Z,7,[6.0],[2.0],
427,2019-08-04T21:18:57Z,1,[0.0],[0.0],
77546,2019-08-03T18:34:45Z,1,[90.0],[90.0],
34114,2019-08-02T05:34:36Z,1,[0.0],[0.0],
12591,2019-07-29T20:40:37Z,1,[15.0],[15.0],
691,2019-07-27T11:08:47Z,6,[4.0],[0.0],
28166,2019-07-24T01:45:40Z,1,[3.0],[3.0],
1333,2019-07-23T18:20:19Z,3,[10.0],[-1.0],
77307,2019-07-23T16:44:00Z,1,[0.0],[0.0],
76783,2019-07-22T18:39:55Z,1,[10.0],[10.0],
77142,2019-07-22T13:06:01Z,1,[15.0],[15.0],
11430,2019-07-21T15:31:56Z,1,[15.0],[15.0],
691,2019-07-21T12:48:08Z,5,[4.0],[1.0],
76674,2019-07-19T05:08:58Z,1,[13.0],[13.0],
76597,2019-07-18T14:12:02Z,1,[35.0],[35.0],
62808,2019-07-17T21:55:50Z,1,[0.0],[0.0],
63963,2019-07-16T09:47:43Z,1,[0.0],[0.0],
691,2019-07-15T13:44:34Z,4,[3.0],[0.0],
49838,2019-07-14T15:24:41Z,1,[27.0],[27.0],
32300,2019-07-11T13:31:49Z,1,[7.0],[7.0],
13157,2019-07-10T19:51:04Z,1,[15.0],[15.0],
691,2019-07-08T12:04:36Z,3,[3.0],[0.0],
5018,2019-07-08T04:29:53Z,1,[5.0],[5.0],
691,2019-07-05T12:07:27Z,2,[3.0],[-6.0],
172,2019-07-04T23:35:04Z,1,[1.0],[1.0],
75790,2019-07-04T14:07:15Z,1,[15.0],[15.0],
32100,2019-07-03T18:00:27Z,1,[0.0],[0.0],
15196,2019-07-03T09:19:21Z,1,[0.0],[0.0],
29980,2019-07-03T02:17:15Z,1,[0.0],[0.0],
1333,2019-07-02T19:04:31Z,2,[11.0],[1.0],
36132,2019-07-02T16:04:13Z,1,[0.0],[0.0],
75093,2019-07-02T16:03:30Z,1,[25.0],[25.0],
691,2019-07-02T15:29:51Z,1,[9.0],[9.0],
39978,2019-07-02T07:36:51Z,1,[0.0],[0.0],
1333,2019-07-01T18:11:02Z,1,[10.0],[10.0],
